species,sample_size,position,coord,density
human,1000,1.15,0.004983991120093283,5.114013072424932
human,1000,1.15,0.005336122869196508,7.504059849279685
human,1000,1.15,0.005688254618299733,10.775170303025437
human,1000,1.15,0.006040386367402958,15.123055998657083
human,1000,1.15,0.006392518116506183,20.67919122032473
human,1000,1.15,0.006744649865609408,27.44875262131295
human,1000,1.15,0.007096781614712633,35.272217178049814
human,1000,1.15,0.007448913363815857,43.83436333991076
human,1000,1.15,0.007801045112919083,52.72432328959063
human,1000,1.15,0.008153176862022308,61.523573320135874
human,1000,1.15,0.008505308611125533,69.88226224097805
human,1000,1.15,0.008857440360228758,77.5513309106941
